Date,Year,Week,Accident and Emergency,ICU,Pediatric,Maternity,General,Acute Care,Orthopedic,Executive and VVIP,Admission
2019-05-08,2019,19,97,76,78,57,51,54,38,28,19
2019-05-09,2019,19,97,84,68,66,58,51,45,29,19
2019-05-10,2019,19,103,89,68,68,60,47,36,27,20
2019-05-11,2019,19,100,79,65,62,48,50,35,28,20
2019-05-12,2019,19,104,90,78,67,54,54,43,34,18
2019-05-13,2019,19,103,82,67,65,50,46,38,25,16
2019-05-14,2019,20,102,72,76,63,58,47,40,29,19
2019-05-15,2019,20,104,78,68,64,49,55,38,33,16
2019-05-16,2019,20,103,88,74,63,58,52,38,33,17
2019-05-17,2019,20,104,79,74,68,60,47,45,29,17
2019-05-18,2019,20,97,86,71,57,57,53,38,29,19
2019-05-19,2019,20,104,90,76,70,55,47,37,26,16
2019-05-20,2019,20,97,77,65,60,57,46,37,29,18
2019-05-21,2019,21,100,89,73,62,54,49,36,34,16
2019-05-22,2019,21,105,81,76,69,50,52,40,27,17
2019-05-23,2019,21,101,72,76,57,59,53,37,30,18
2019-05-24,2019,21,105,85,74,62,51,45,39,30,17
2019-05-25,2019,21,98,89,78,62,59,45,37,25,17
2019-05-26,2019,21,105,86,73,62,48,54,41,29,19
2019-05-27,2019,21,101,86,80,62,60,51,44,30,16
2019-05-28,2019,22,98,75,76,64,58,55,39,32,17
2019-05-29,2019,22,97,84,74,63,54,54,36,30,16
2019-05-30,2019,22,96,74,67,62,49,53,35,34,20
2019-05-31,2019,22,105,90,71,61,48,54,43,32,20
2019-06-01,2019,22,103,75,67,58,51,55,45,33,18
2019-06-02,2019,22,101,75,74,62,48,45,45,26,16
2019-06-03,2019,22,96,85,64,67,60,49,39,29,20
2019-06-04,2019,23,103,105,112,84,84,55,37,33,24
2019-06-05,2019,23,104,108,107,84,73,53,44,28,24
2019-06-06,2019,23,99,90,110,78,78,54,36,34,20
2019-06-07,2019,23,100,105,106,79,76,49,40,29,20
2019-06-08,2019,23,96,96,110,74,84,50,41,27,23
2019-06-09,2019,23,98,100,112,82,73,49,35,27,20
2019-06-10,2019,23,98,102,99,84,75,45,44,35,23
2019-06-11,2019,24,98,97,107,70,73,52,38,31,23
2019-06-12,2019,24,97,98,103,84,77,47,36,32,23
2019-06-13,2019,24,102,103,112,71,77,54,40,34,20
2019-06-14,2019,24,105,107,98,70,80,49,39,31,23
2019-06-15,2019,24,98,106,96,80,76,49,45,25,24
2019-06-16,2019,24,97,91,100,81,77,54,38,29,23
2019-06-17,2019,24,99,104,99,72,80,49,45,32,24
2019-06-18,2019,25,98,95,98,77,84,46,36,26,24
2019-06-19,2019,25,104,108,108,81,82,48,40,33,23
2019-06-20,2019,25,95,104,111,76,74,52,38,35,23
2019-06-21,2019,25,102,97,111,77,80,51,42,35,24
2019-06-22,2019,25,103,96,109,84,76,55,39,30,20
2019-06-23,2019,25,103,90,98,78,77,53,40,30,23
2019-06-24,2019,25,104,100,98,74,84,48,36,27,20
2019-06-25,2019,26,96,106,106,81,82,50,37,28,23
2019-06-26,2019,26,99,93,99,82,78,53,37,35,21
2019-06-27,2019,26,99,102,112,84,75,54,37,35,24
2019-06-28,2019,26,98,93,112,82,76,49,39,25,20
2019-06-29,2019,26,95,106,112,77,76,45,39,35,24
2019-06-30,2019,26,98,90,109,78,81,48,37,35,24
2019-07-01,2019,26,103,92,100,70,72,55,43,35,21
2019-07-02,2019,27,100,101,107,70,77,48,44,27,24
2019-07-03,2019,27,95,96,97,74,75,48,39,34,24
2019-07-04,2019,27,99,97,104,80,82,52,42,26,22
2019-07-05,2019,27,101,103,106,74,73,49,36,33,20
2019-07-06,2019,27,102,94,97,71,73,52,42,33,21
2019-07-07,2019,27,105,107,104,76,76,45,38,28,23
2019-07-08,2019,27,103,102,105,78,83,51,45,34,22
2019-07-09,2019,28,100,92,112,71,72,50,40,30,22
2019-07-10,2019,28,101,105,96,81,73,50,37,25,21
2019-07-11,2019,28,104,103,108,83,74,55,42,31,22
2019-07-12,2019,28,102,98,101,71,72,46,39,33,24
2019-07-13,2019,28,98,101,103,71,76,55,37,28,24
2019-07-14,2019,28,97,107,106,77,79,49,37,30,22
2019-07-15,2019,28,102,103,106,84,79,47,38,25,24
2019-07-16,2019,29,99,100,103,83,83,48,38,31,24
2019-07-17,2019,29,102,102,98,76,82,45,42,30,24
2019-07-18,2019,29,102,108,105,72,84,48,43,25,23
2019-07-19,2019,29,99,95,98,78,73,48,37,34,22
2019-07-20,2019,29,103,101,101,74,76,55,36,28,23
2019-07-21,2019,29,97,94,106,72,77,53,37,27,20
2019-07-22,2019,29,100,100,105,82,81,45,38,34,24
2019-07-23,2019,30,101,99,111,70,78,51,40,31,24
2019-07-24,2019,30,96,93,112,73,72,53,37,25,21
2019-07-25,2019,30,105,92,100,72,81,49,35,28,20
2019-07-26,2019,30,96,102,111,71,82,50,37,27,21
2019-07-27,2019,30,97,95,102,74,74,45,45,33,20
2019-07-28,2019,30,98,104,100,80,77,49,42,27,23
2019-07-29,2019,30,100,101,110,71,78,45,41,27,21
2019-07-30,2019,31,105,96,111,70,84,47,41,26,24
2019-07-31,2019,31,101,103,99,74,83,49,38,28,24
2019-08-01,2019,31,103,104,102,74,74,45,42,26,24
2019-08-02,2019,31,98,107,101,76,77,46,37,26,20
2019-08-03,2019,31,95,94,109,79,74,48,44,34,22
2019-08-04,2019,31,97,105,109,71,79,48,40,28,20
2019-08-05,2019,31,101,104,105,79,75,45,41,31,23
2019-08-06,2019,32,97,101,102,82,75,52,45,32,22
2019-08-07,2019,32,98,92,100,73,75,53,38,26,23
2019-08-08,2019,32,100,107,100,79,80,49,38,26,20
2019-08-09,2019,32,97,91,103,70,80,52,39,28,23
2019-08-10,2019,32,101,102,99,76,78,45,41,26,23
2019-08-11,2019,32,99,100,96,82,76,53,43,34,20
2019-08-12,2019,32,104,92,112,76,75,54,43,31,21
2019-08-13,2019,33,102,101,103,74,84,53,36,32,20
2019-08-14,2019,33,104,90,97,70,81,53,36,29,22
2019-08-15,2019,33,95,93,109,84,76,46,39,33,21
2019-08-16,2019,33,96,96,111,81,75,51,41,26,22
2019-08-17,2019,33,95,108,97,79,73,45,44,31,20
2019-08-18,2019,33,103,91,106,84,76,53,43,28,24
2019-08-19,2019,33,100,102,112,73,77,54,44,34,21
2019-08-20,2019,34,99,90,102,81,78,52,38,33,20
2019-08-21,2019,34,97,91,112,83,78,51,41,29,22
2019-08-22,2019,34,102,108,100,82,76,54,42,28,22
2019-08-23,2019,34,98,96,99,79,84,52,37,33,21
2019-08-24,2019,34,101,104,100,84,82,51,42,33,21
2019-08-25,2019,34,103,108,108,84,77,45,38,28,24
2019-08-26,2019,34,98,105,99,76,84,45,35,33,22
2019-08-27,2019,35,99,91,105,78,83,51,35,30,21
2019-08-28,2019,35,97,94,110,77,75,53,43,35,21
2019-08-29,2019,35,104,94,111,76,81,49,40,30,24
2019-08-30,2019,35,96,93,110,74,77,48,41,28,22
2019-08-31,2019,35,101,96,103,71,75,52,38,31,21
2019-09-01,2019,35,101,97,100,77,84,47,40,35,21
2019-09-02,2019,35,102,104,103,72,83,54,44,35,24
2019-09-03,2019,36,104,103,104,83,72,55,35,32,21
2019-09-04,2019,36,101,98,108,78,81,54,41,33,21
2019-09-05,2019,36,99,92,103,79,82,48,37,35,24
2019-09-06,2019,36,96,94,102,74,83,54,40,29,20
2019-09-07,2019,36,100,100,110,78,83,45,37,29,22
2019-09-08,2019,36,97,107,110,80,82,50,42,30,23
2019-09-09,2019,36,104,102,102,70,72,54,43,34,20
2019-09-10,2019,37,100,87,90,54,47,51,41,25,16
2019-09-11,2019,37,103,77,89,46,42,54,42,29,16
2019-09-12,2019,37,99,74,96,50,45,49,45,27,16
2019-09-13,2019,37,100,89,86,56,41,48,43,26,17
2019-09-14,2019,37,97,74,89,48,36,53,37,34,18
2019-09-15,2019,37,98,79,89,49,44,55,41,27,18
2019-09-16,2019,37,103,77,80,52,38,50,43,28,17
2019-09-17,2019,38,103,81,94,48,47,55,42,33,17
2019-09-18,2019,38,100,77,81,46,36,52,37,28,17
2019-09-19,2019,38,101,84,86,46,40,47,45,30,16
2019-09-20,2019,38,102,86,84,55,39,45,38,35,17
2019-09-21,2019,38,102,82,80,45,38,53,36,25,19
2019-09-22,2019,38,105,80,90,49,48,51,44,32,18
2019-09-23,2019,38,100,73,90,48,47,50,38,27,17
2019-09-24,2019,39,99,74,80,45,43,51,41,34,19
2019-09-25,2019,39,95,82,87,43,48,48,36,28,20
2019-09-26,2019,39,100,88,91,47,37,51,40,35,16
2019-09-27,2019,39,103,74,86,47,38,47,38,27,18
2019-09-28,2019,39,96,78,96,52,39,51,36,35,20
2019-09-29,2019,39,105,90,86,44,47,54,35,29,20
2019-09-30,2019,39,97,83,80,55,46,53,42,33,19
2019-10-01,2019,40,100,83,88,54,48,46,36,31,16
2019-10-02,2019,40,98,90,96,47,36,47,43,31,20
2019-10-03,2019,40,100,89,85,47,39,47,38,35,19
2019-10-04,2019,40,103,76,86,45,43,50,45,29,18
2019-10-05,2019,40,102,73,84,50,45,45,45,32,16
2019-10-06,2019,40,96,83,95,45,44,50,43,29,20
2019-10-07,2019,40,103,90,85,49,46,55,38,35,19
2019-10-08,2019,41,95,74,83,53,46,52,45,30,18
2019-10-09,2019,41,103,81,92,46,46,46,38,26,17
2019-10-10,2019,41,95,81,93,49,39,46,45,31,16
2019-10-11,2019,41,103,77,92,43,45,52,35,25,16
2019-10-12,2019,41,99,72,82,43,47,51,39,29,18
2019-10-13,2019,41,101,77,87,46,41,51,38,29,19
2019-10-14,2019,41,99,84,91,54,46,48,42,28,18
2019-10-15,2019,42,99,77,83,51,41,46,44,35,19
2019-10-16,2019,42,103,77,82,52,40,47,39,30,18
2019-10-17,2019,42,97,77,88,44,36,52,36,30,16
2019-10-18,2019,42,98,78,94,45,37,53,40,25,17
2019-10-19,2019,42,99,72,89,48,45,49,36,34,19
2019-10-20,2019,42,98,86,91,44,39,49,42,29,20
2019-10-21,2019,42,101,88,90,56,39,52,37,34,19
2019-10-22,2019,43,101,86,89,48,41,55,43,31,20
2019-10-23,2019,43,104,77,90,43,47,46,38,31,16
2019-10-24,2019,43,101,86,94,56,37,55,37,35,18
2019-10-25,2019,43,105,80,85,42,48,50,37,26,18
2019-10-26,2019,43,97,85,96,46,41,54,37,28,17
2019-10-27,2019,43,101,83,90,48,37,52,41,29,17
2019-10-28,2019,43,105,90,81,47,36,48,37,25,20
2019-10-29,2019,44,95,79,90,42,44,46,36,33,19
2019-10-30,2019,44,100,86,84,44,46,46,37,35,20
2019-10-31,2019,44,104,88,85,43,36,47,41,31,16
2019-11-01,2019,44,101,90,95,49,45,51,42,27,18
2019-11-02,2019,44,104,75,80,42,46,51,36,35,16
2019-11-03,2019,44,102,84,94,50,36,45,41,31,19
2019-11-04,2019,44,103,79,95,49,45,49,43,26,18
2019-11-05,2019,45,100,77,96,54,45,52,39,25,17
2019-11-06,2019,45,98,78,82,55,40,52,35,33,17
2019-11-07,2019,45,105,82,87,43,40,53,38,27,18
2019-11-08,2019,45,102,81,81,52,46,48,37,26,20
2019-11-09,2019,45,102,80,96,45,40,55,42,31,17
2019-11-10,2019,45,102,88,82,45,47,53,39,28,18
2019-11-11,2019,45,95,78,96,43,44,54,36,26,18
2019-11-12,2019,46,104,90,84,44,43,51,40,26,17
2019-11-13,2019,46,105,90,95,47,42,50,37,34,17
2019-11-14,2019,46,103,85,81,46,41,47,36,28,16
2019-11-15,2019,46,100,79,82,45,46,54,41,28,17
2019-11-16,2019,46,100,77,84,44,45,53,40,34,16
2019-11-17,2019,46,98,72,80,56,42,52,41,33,18
2019-11-18,2019,46,95,79,93,44,45,46,40,33,17
2019-11-19,2019,47,95,80,82,43,41,53,40,26,19
2019-11-20,2019,47,102,84,88,56,38,45,36,28,17
2019-11-21,2019,47,105,72,83,46,45,55,36,26,17
2019-11-22,2019,47,98,75,84,42,36,51,45,27,18
2019-11-23,2019,47,96,73,89,45,36,48,38,28,16
2019-11-24,2019,47,98,90,87,49,46,52,38,26,18
2019-11-25,2019,47,103,81,83,43,44,50,36,27,18
2019-11-26,2019,48,105,90,87,60,41,50,37,33,20
2019-11-27,2019,48,98,94,94,61,45,53,42,33,23
2019-11-28,2019,48,96,108,91,56,40,45,39,30,21
2019-11-29,2019,48,101,97,89,61,37,54,39,28,21
2019-11-30,2019,48,104,96,82,64,37,54,36,35,20
2019-12-01,2019,48,100,99,92,64,48,50,42,25,22
2019-12-02,2019,48,105,105,81,62,40,52,45,34,21
2019-12-03,2019,49,100,94,95,57,38,46,43,32,23
2019-12-04,2019,49,101,93,81,63,41,47,45,33,24
2019-12-05,2019,49,97,96,83,67,47,53,39,32,20
2019-12-06,2019,49,102,93,85,58,45,53,39,34,21
2019-12-07,2019,49,99,104,90,67,45,49,41,29,23
2019-12-08,2019,49,95,91,87,56,41,54,43,34,22
2019-12-09,2019,49,99,106,95,62,43,53,44,35,22
2019-12-10,2019,50,97,94,91,69,48,52,44,29,23
2019-12-11,2019,50,97,100,94,57,41,55,37,32,23
2019-12-12,2019,50,100,104,90,58,38,49,40,26,21
2019-12-13,2019,50,104,91,89,59,42,51,41,34,21
2019-12-14,2019,50,102,90,92,56,43,54,41,27,20
2019-12-15,2019,50,99,101,84,65,45,54,45,30,22
2019-12-16,2019,50,99,90,85,66,37,53,41,27,20
2019-12-17,2019,51,97,93,89,63,48,49,37,35,24
2019-12-18,2019,51,105,92,92,69,37,53,38,32,21
2019-12-19,2019,51,99,99,86,60,47,51,39,30,24
2019-12-20,2019,51,100,108,96,57,38,47,43,28,23
2019-12-21,2019,51,96,98,96,68,43,55,35,35,23
2019-12-22,2019,51,104,94,90,63,43,48,44,29,23
2019-12-23,2019,51,99,99,86,63,42,47,38,25,23
2019-12-24,2019,52,97,104,85,69,45,54,41,28,20
2019-12-25,2019,52,96,101,95,57,43,53,36,35,21
2019-12-26,2019,52,99,104,91,70,46,48,37,32,24
2019-12-27,2019,52,99,105,88,70,46,52,36,30,23
2019-12-28,2019,52,103,98,91,67,45,48,38,28,23
2019-12-29,2019,52,105,108,91,68,42,53,44,25,21
2019-12-30,2019,52,104,93,84,59,40,52,36,32,22
2019-12-31,2019,53,104,93,93,62,43,50,40,29,20
2020-01-01,2020,1,103,165,37,33,76,50,41,29,28
2020-01-02,2020,1,100,175,36,38,68,47,42,31,27
2020-01-03,2020,1,97,163,39,37,68,52,37,32,27
2020-01-04,2020,1,103,164,33,29,68,48,40,35,28
2020-01-05,2020,1,103,163,47,33,72,50,39,26,28
2020-01-06,2020,1,98,175,44,41,77,49,36,32,26
2020-01-07,2020,1,96,172,44,37,73,49,42,29,29
2020-01-08,2020,2,99,163,46,28,69,47,42,35,26
2020-01-09,2020,2,97,173,46,33,67,50,35,34,30
2020-01-10,2020,2,98,166,38,37,69,50,37,33,28
2020-01-11,2020,2,102,169,34,31,67,54,43,33,27
2020-01-12,2020,2,105,170,48,36,68,54,42,27,26
2020-01-13,2020,2,102,172,36,36,75,54,45,33,28
2020-01-14,2020,2,99,170,48,29,66,48,41,35,29
2020-01-15,2020,3,95,170,46,36,66,46,38,27,29
2020-01-16,2020,3,97,172,32,28,76,55,38,32,28
2020-01-17,2020,3,96,175,43,39,76,49,43,28,27
2020-01-18,2020,3,104,166,43,42,73,52,42,30,28
2020-01-19,2020,3,101,176,37,31,71,53,41,28,30
2020-01-20,2020,3,98,165,32,29,70,47,38,28,27
2020-01-21,2020,3,97,162,47,37,77,45,44,28,28
2020-01-22,2020,4,96,176,40,42,71,46,38,29,27
2020-01-23,2020,4,97,167,37,37,74,48,36,25,30
2020-01-24,2020,4,105,175,47,38,67,45,44,32,27
2020-01-25,2020,4,104,168,37,38,78,45,35,32,26
2020-01-26,2020,4,101,173,42,37,68,55,45,33,30
2020-01-27,2020,4,96,176,34,37,78,53,39,31,30
2020-01-28,2020,4,95,168,40,36,74,46,35,32,30
2020-01-29,2020,5,97,168,40,28,78,51,45,25,28
2020-01-30,2020,5,99,176,44,30,73,46,45,32,28
2020-01-31,2020,5,98,175,38,32,69,45,36,28,29
2020-02-01,2020,5,100,180,35,31,71,52,39,32,29
2020-02-02,2020,5,100,177,43,33,67,51,45,30,30
2020-02-03,2020,5,100,179,43,38,68,45,43,35,30
2020-02-04,2020,5,95,172,34,37,75,46,35,25,26
2020-02-05,2020,6,104,168,44,31,68,45,42,27,26
2020-02-06,2020,6,95,175,45,35,74,49,37,35,28
2020-02-07,2020,6,97,171,48,38,70,47,39,30,29
2020-02-08,2020,6,104,162,45,29,70,52,38,31,30
2020-02-09,2020,6,96,169,32,29,78,54,35,27,27
2020-02-10,2020,6,102,175,34,30,68,51,43,31,30
2020-02-11,2020,6,102,172,34,38,70,52,44,30,26
2020-02-12,2020,7,101,167,48,29,78,48,37,26,28
2020-02-13,2020,7,104,163,37,41,72,55,35,32,30
2020-02-14,2020,7,97,175,41,34,66,48,40,26,30
2020-02-15,2020,7,104,180,48,28,76,55,41,28,29
2020-02-16,2020,7,96,168,47,31,77,48,36,32,28
2020-02-17,2020,7,101,174,37,37,67,52,38,31,28
2020-02-18,2020,7,104,174,43,32,67,47,41,30,29
2020-02-19,2020,8,102,168,33,41,78,54,39,30,29
2020-02-20,2020,8,101,167,36,37,70,47,37,28,30
2020-02-21,2020,8,101,169,38,40,76,50,38,29,28
2020-02-22,2020,8,104,164,48,34,76,54,39,26,27
2020-02-23,2020,8,98,173,36,36,67,48,41,34,28
2020-02-24,2020,8,103,177,43,36,69,55,41,27,27
2020-02-25,2020,8,104,165,44,42,71,45,39,30,30
2020-02-26,2020,9,103,176,35,33,72,47,36,26,30
2020-02-27,2020,9,105,177,44,31,78,50,41,27,29
2020-02-28,2020,9,97,176,37,36,67,54,36,29,27
2020-02-29,2020,9,97,167,41,29,73,50,38,28,28
2020-03-01,2020,9,102,165,47,39,66,54,44,32,28
2020-03-02,2020,9,98,174,33,38,70,50,43,27,28
2020-03-03,2020,9,98,167,42,33,76,46,43,27,29
2020-03-04,2020,10,100,177,47,28,77,51,45,25,30
2020-03-05,2020,10,98,179,46,28,72,45,38,33,30
2020-03-06,2020,10,99,162,36,37,70,45,36,30,26
2020-03-07,2020,10,101,170,39,40,75,55,36,32,28
2020-03-08,2020,10,105,164,35,37,67,45,44,26,30
2020-03-09,2020,10,105,163,47,41,73,53,44,33,28
2020-03-10,2020,10,95,179,48,28,69,52,44,25,29
2020-03-11,2020,11,96,166,35,36,73,46,39,31,30
2020-03-12,2020,11,103,165,42,31,74,47,45,29,27
2020-03-13,2020,11,105,176,36,32,68,50,41,31,30
2020-03-14,2020,11,102,179,37,38,66,46,41,35,27
2020-03-15,2020,11,95,171,32,29,67,46,39,29,28
2020-03-16,2020,11,98,176,45,37,69,46,39,31,29
2020-03-17,2020,11,101,176,34,38,66,49,39,29,29
2020-03-18,2020,12,102,164,42,34,76,50,36,27,26
2020-03-19,2020,12,100,171,45,42,76,54,43,32,28
2020-03-20,2020,12,99,162,41,34,69,49,38,35,29
2020-03-21,2020,12,95,175,46,31,66,53,36,25,28
2020-03-22,2020,12,103,170,40,35,73,48,42,31,29
2020-03-23,2020,12,102,163,48,41,71,46,37,33,26
2020-03-24,2020,12,99,175,41,31,68,45,44,28,26
2020-03-25,2020,13,95,178,35,31,76,48,35,26,27
2020-03-26,2020,13,100,171,38,34,74,50,39,31,27
2020-03-27,2020,13,101,171,38,32,74,50,43,25,28
2020-03-28,2020,13,104,171,37,29,78,53,35,34,28
2020-03-29,2020,13,97,166,33,28,73,48,43,32,26
2020-03-30,2020,13,100,164,34,40,68,46,38,29,30
2020-03-31,2020,13,105,177,44,28,71,48,36,31,27
2020-04-01,2020,14,102,170,34,31,66,49,42,29,27
2020-04-02,2020,14,102,177,37,28,73,51,36,32,27
2020-04-03,2020,14,95,164,42,32,75,50,44,34,30
2020-04-04,2020,14,96,180,42,35,70,51,35,33,27
2020-04-05,2020,14,97,169,48,30,70,46,42,34,29
2020-04-06,2020,14,100,165,45,32,75,50,37,29,29
2020-04-07,2020,14,103,171,42,35,70,48,38,31,30
2020-04-08,2020,15,98,175,47,33,70,54,37,27,29
2020-04-09,2020,15,97,179,35,29,66,45,43,30,27
2020-04-10,2020,15,103,173,48,30,72,49,36,25,27
2020-04-11,2020,15,101,179,40,38,72,52,35,29,29
2020-04-12,2020,15,98,179,34,42,68,49,35,35,26
2020-04-13,2020,15,98,172,32,30,69,49,45,30,26
2020-04-14,2020,15,97,176,36,33,72,45,44,34,26
2020-04-15,2020,16,101,171,32,28,67,52,39,29,29
2020-04-16,2020,16,105,173,46,33,73,48,41,28,28
2020-04-17,2020,16,105,164,45,41,68,50,39,35,28
2020-04-18,2020,16,101,165,38,29,78,47,42,30,29
2020-04-19,2020,16,99,174,40,32,73,54,36,28,26
2020-04-20,2020,16,95,169,33,31,73,53,37,34,30
2020-04-21,2020,16,99,178,32,41,73,46,37,27,26
2020-04-22,2020,17,102,173,42,40,66,52,40,30,27
2020-04-23,2020,17,104,174,42,30,71,53,36,33,27
2020-04-24,2020,17,105,164,44,41,75,50,36,33,30
2020-04-25,2020,17,100,163,36,34,71,46,37,34,27
2020-04-26,2020,17,95,165,41,38,69,46,37,33,27
2020-04-27,2020,17,99,177,40,32,78,53,37,30,29
2020-04-28,2020,17,95,172,39,31,68,51,43,33,27
2020-04-29,2020,18,95,180,42,38,78,47,42,35,28
2020-04-30,2020,18,95,178,35,31,71,48,35,27,30
2020-05-01,2020,18,103,172,39,30,66,50,40,28,26
2020-05-02,2020,18,96,174,47,37,69,49,35,30,29
2020-05-03,2020,18,102,172,40,42,71,49,39,33,27
2020-05-04,2020,18,95,175,38,31,66,45,38,25,27
2020-05-05,2020,18,100,168,37,31,69,54,41,26,28
2020-05-06,2020,19,105,162,40,29,71,53,38,33,27
2020-05-07,2020,19,100,173,39,32,67,47,38,27,27
2020-05-08,2020,19,102,163,45,34,70,53,39,25,30
2020-05-09,2020,19,98,171,41,40,72,52,43,28,29
2020-05-10,2020,19,104,173,38,37,75,47,42,32,30
2020-05-11,2020,19,96,174,37,42,69,50,43,33,26
2020-05-12,2020,19,95,176,38,37,70,45,40,29,26
2020-05-13,2020,20,101,179,40,32,75,54,44,32,30
2020-05-14,2020,20,99,179,42,40,68,51,37,28,26
2020-05-15,2020,20,101,162,39,32,77,45,45,27,26
2020-05-16,2020,20,99,168,47,33,76,50,37,25,28
2020-05-17,2020,20,102,174,40,29,68,51,41,29,26
2020-05-18,2020,20,101,166,38,34,69,45,41,27,30
2020-05-19,2020,20,102,164,35,36,78,49,36,34,26
2020-05-20,2020,21,97,170,41,35,71,53,37,32,28
2020-05-21,2020,21,101,164,43,30,67,52,35,26,29
2020-05-22,2020,21,104,173,42,39,74,50,41,32,30
2020-05-23,2020,21,97,162,45,41,78,53,36,31,27
2020-05-24,2020,21,95,167,44,31,68,49,37,35,27
2020-05-25,2020,21,100,164,46,38,73,52,42,35,27
2020-05-26,2020,21,99,168,32,31,78,47,39,28,26
2020-05-27,2020,22,99,173,40,34,66,49,42,28,28
2020-05-28,2020,22,104,168,48,31,77,54,36,34,27
2020-05-29,2020,22,100,177,38,32,70,53,39,31,30
2020-05-30,2020,22,97,163,34,39,78,48,37,34,28
2020-05-31,2020,22,104,172,35,33,76,45,41,25,28
2020-06-01,2020,22,105,170,45,42,70,53,39,26,30
2020-06-02,2020,22,101,175,43,42,71,47,45,26,30
2020-06-03,2020,23,97,174,46,29,77,46,39,28,26
2020-06-04,2020,23,99,177,42,31,66,49,36,34,28
2020-06-05,2020,23,97,165,41,40,69,47,38,25,29
2020-06-06,2020,23,96,171,44,30,69,53,35,35,30
2020-06-07,2020,23,105,172,38,30,71,49,36,35,26
2020-06-08,2020,23,96,168,46,30,71,52,37,29,26
2020-06-09,2020,23,103,164,33,31,66,51,35,30,26
2020-06-10,2020,24,101,172,47,33,73,47,38,31,27
2020-06-11,2020,24,103,176,36,31,70,49,37,28,26
2020-06-12,2020,24,103,168,32,42,78,55,43,27,30
2020-06-13,2020,24,104,167,42,31,77,54,37,25,27
2020-06-14,2020,24,105,165,36,38,76,51,35,33,30
2020-06-15,2020,24,97,169,36,38,72,55,38,30,30
2020-06-16,2020,24,97,180,42,33,76,55,37,32,29
2020-06-17,2020,25,98,177,44,29,73,45,44,25,29
2020-06-18,2020,25,95,175,40,33,67,54,45,34,29
2020-06-19,2020,25,103,177,41,28,66,46,45,28,30
2020-06-20,2020,25,105,178,48,42,78,46,37,25,29
2020-06-21,2020,25,102,168,45,28,73,46,39,31,29
2020-06-22,2020,25,99,168,32,34,68,51,41,33,30
2020-06-23,2020,25,99,168,34,32,69,50,41,35,28
2020-06-24,2020,26,104,180,42,42,76,54,41,30,30
2020-06-25,2020,26,96,162,47,33,66,50,38,28,27
2020-06-26,2020,26,101,168,42,33,68,52,44,35,26
2020-06-27,2020,26,100,170,39,38,78,52,40,31,26
2020-06-28,2020,26,99,171,33,40,76,47,45,26,26
2020-06-29,2020,26,96,172,46,30,72,51,35,33,28
2020-06-30,2020,26,105,172,39,41,70,50,43,25,26
2020-07-01,2020,27,97,169,41,39,75,53,43,25,28
2020-07-02,2020,27,103,177,44,40,70,50,36,33,26
2020-07-03,2020,27,96,162,36,29,71,45,39,30,26
2020-07-04,2020,27,103,171,39,41,77,50,44,34,29
2020-07-05,2020,27,98,176,42,28,70,46,37,28,26
2020-07-06,2020,27,101,166,35,30,67,46,44,34,26
2020-07-07,2020,27,98,166,41,42,75,51,39,31,30
2020-07-08,2020,28,102,174,41,40,74,45,41,27,28
2020-07-09,2020,28,96,173,45,37,69,53,39,25,30
2020-07-10,2020,28,97,179,35,39,69,46,45,28,26
2020-07-11,2020,28,100,169,47,37,70,53,45,34,29
2020-07-12,2020,28,105,175,32,28,67,50,36,32,26
2020-07-13,2020,28,96,162,43,40,73,54,37,30,26
2020-07-14,2020,28,101,179,37,38,77,51,44,30,29
2020-07-15,2020,29,103,174,43,42,68,49,38,33,29
2020-07-16,2020,29,95,176,33,42,73,55,40,30,29
2020-07-17,2020,29,105,179,41,28,73,52,42,29,30
2020-07-18,2020,29,105,171,36,29,75,50,39,29,30
2020-07-19,2020,29,102,179,48,38,68,46,45,35,26
2020-07-20,2020,29,101,163,38,36,68,50,41,34,27
2020-07-21,2020,29,98,174,42,28,76,51,41,28,30
2020-07-22,2020,30,105,165,38,33,69,51,35,35,27
2020-07-23,2020,30,95,165,43,31,66,45,39,29,27
2020-07-24,2020,30,102,164,40,33,67,52,43,25,29
2020-07-25,2020,30,103,167,35,37,75,51,37,30,27
2020-07-26,2020,30,95,163,36,30,77,51,36,27,30
2020-07-27,2020,30,99,178,35,41,75,54,38,32,27
2020-07-28,2020,30,101,172,48,34,72,52,41,25,28
2020-07-29,2020,31,99,173,37,28,75,46,43,27,26
2020-07-30,2020,31,103,177,40,28,70,50,37,34,29
2020-07-31,2020,31,102,162,43,31,76,50,36,30,26
2020-08-01,2020,31,101,166,41,36,73,52,37,30,28
2020-08-02,2020,31,105,179,32,36,74,55,35,35,26
2020-08-03,2020,31,98,165,44,33,72,48,42,27,28
2020-08-04,2020,31,105,171,32,36,76,52,39,30,30
2020-08-05,2020,32,97,169,34,39,74,54,37,30,30
2020-08-06,2020,32,98,176,48,28,77,48,36,30,30
2020-08-07,2020,32,101,166,32,32,73,52,43,25,27
2020-08-08,2020,32,97,170,45,41,71,51,38,25,27
2020-08-09,2020,32,102,167,46,38,77,53,42,35,30
2020-08-10,2020,32,105,165,33,30,74,48,42,35,27
2020-08-11,2020,32,104,174,48,33,69,53,36,34,29
2020-08-12,2020,33,99,177,46,35,77,52,40,30,28
2020-08-13,2020,33,101,162,47,32,73,53,45,26,28
